Fréquence (Hz)	Niveau (dB)
0,152588	-79,803185
0,305176	-84,292992
0,457764	-78,513962
0,610352	-74,480606
0,762939	-89,392044
0,915527	-75,202774
1,068115	-74,621964
1,220703	-71,187729
1,373291	-65,586380
1,525879	-60,571911
1,678467	-61,195927
1,831055	-62,633938
1,983643	-62,144554
2,136230	-60,802353
2,288818	-54,027435
2,441406	-54,007229
2,593994	-58,918846
2,746582	-58,501953
2,899170	-64,297462
3,051758	-59,294952
3,204346	-55,928337
3,356934	-58,351070
3,509521	-58,278488
3,662109	-65,021408
3,814697	-64,371300
3,967285	-69,824112
4,119873	-60,178894
4,272461	-60,615311
4,425049	-67,841095
4,577637	-60,550522
4,730225	-57,656570
4,882813	-71,631950
5,035400	-68,920815
5,187988	-60,779850
5,340576	-59,830589
5,493164	-56,374771
5,645752	-59,589195
5,798340	-62,271175
5,950928	-56,636398
6,103516	-52,721146
6,256104	-55,603371
6,408691	-58,637196
6,561279	-60,057343
6,713867	-58,738087
6,866455	-75,681519
7,019043	-68,344368
7,171631	-57,058064
7,324219	-59,830204
7,476807	-58,420712
7,629395	-51,411079
7,781982	-54,321259
7,934570	-58,203262
8,087158	-57,181023
8,239746	-73,678490
8,392334	-57,009830
8,544922	-57,861950
8,697510	-53,311424
8,850098	-50,656361
9,002686	-53,429035
9,155273	-55,107204
9,307861	-53,876198
9,460449	-62,062756
9,613037	-63,542141
9,765625	-60,727520
9,918213	-56,167858
10,070801	-56,598934
10,223389	-61,381428
10,375977	-64,202248
10,528564	-59,305683
10,681152	-58,009945
10,833740	-54,315937
10,986328	-63,760433
11,138916	-57,348137
11,291504	-62,837208
11,444092	-63,514549
11,596680	-54,934479
11,749268	-54,000420
11,901855	-59,918350
12,054443	-57,284122
12,207031	-60,305634
12,359619	-65,107437
12,512207	-66,625114
12,664795	-63,045094
12,817383	-64,763832
12,969971	-55,932384
13,122559	-61,926422
13,275146	-58,165047
13,427734	-57,768753
13,580322	-64,820938
13,732910	-55,243240
13,885498	-53,323147
14,038086	-53,541397
14,190674	-65,766235
14,343262	-52,087833
14,495850	-54,697113
14,648438	-78,879639
14,801025	-56,869240
14,953613	-58,483185
15,106201	-65,779678
15,258789	-57,671078
15,411377	-60,455307
15,563965	-58,122082
15,716553	-56,307304
15,869141	-56,121582
16,021729	-61,035320
16,174316	-64,600555
16,326904	-61,440861
16,479492	-57,584816
16,632080	-53,392315
16,784668	-56,447113
16,937256	-62,229893
17,089844	-56,365891
17,242432	-58,307739
17,395020	-56,880363
17,547607	-56,289997
17,700195	-58,099213
17,852783	-60,425278
18,005371	-62,236889
18,157959	-66,019066
18,310547	-57,479118
18,463135	-54,565445
18,615723	-62,513027
18,768311	-58,423882
18,920898	-71,866722
19,073486	-62,463295
19,226074	-63,385288
19,378662	-56,578503
19,531250	-53,128414
19,683838	-58,667980
19,836426	-58,793343
19,989014	-51,470707
20,141602	-53,163197
20,294189	-67,208115
20,446777	-58,674324
20,599365	-61,328575
20,751953	-62,862988
20,904541	-74,519745
21,057129	-59,327404
21,209717	-58,518665
21,362305	-55,288631
21,514893	-55,527725
21,667480	-57,480865
21,820068	-56,470360
21,972656	-56,937080
22,125244	-61,174698
22,277832	-56,949486
22,430420	-55,764938
22,583008	-71,268951
22,735596	-64,861511
22,888184	-64,614273
23,040771	-60,794182
23,193359	-63,523777
23,345947	-63,997784
23,498535	-54,542812
23,651123	-59,227478
23,803711	-61,548058
23,956299	-57,809113
24,108887	-68,540970
24,261475	-63,520420
24,414063	-63,172752
24,566650	-62,511417
24,719238	-60,633663
24,871826	-61,506432
25,024414	-55,946560
25,177002	-59,418156
25,329590	-60,512691
25,482178	-58,870705
25,634766	-67,523941
25,787354	-61,483864
25,939941	-56,175732
26,092529	-54,159428
26,245117	-56,250244
26,397705	-52,424992
26,550293	-53,100304
26,702881	-71,299606
26,855469	-63,593815
27,008057	-58,073246
27,160645	-63,385052
27,313232	-55,753765
27,465820	-75,452385
27,618408	-67,752693
27,770996	-59,689636
27,923584	-71,299629
28,076172	-65,548477
28,228760	-65,514648
28,381348	-53,426476
28,533936	-50,706078
28,686523	-54,210949
28,839111	-63,098087
28,991699	-68,205948
29,144287	-60,918896
29,296875	-62,150501
29,449463	-56,984657
29,602051	-70,835999
29,754639	-55,034275
29,907227	-53,541248
30,059814	-57,306698
30,212402	-66,337303
30,364990	-64,628471
30,517578	-64,824127
30,670166	-60,051975
30,822754	-60,649487
30,975342	-59,197994
31,127930	-73,575974
31,280518	-59,185532
31,433105	-60,523705
31,585693	-64,897072
31,738281	-76,370247
31,890869	-64,006096
32,043457	-60,902481
32,196045	-67,348709
32,348633	-73,628021
32,501221	-64,079887
32,653809	-65,763634
32,806396	-71,539886
32,958984	-69,299347
33,111572	-72,012878
33,264160	-63,535690
33,416748	-57,259136
33,569336	-59,111408
33,721924	-59,336147
33,874512	-57,122845
34,027100	-57,399864
34,179688	-59,036728
34,332275	-61,481907
34,484863	-65,468979
34,637451	-59,260174
34,790039	-60,652596
34,942627	-56,109642
35,095215	-60,663105
35,247803	-62,124287
35,400391	-58,172256
35,552979	-58,475216
35,705566	-60,180450
35,858154	-60,174023
36,010742	-63,950462
36,163330	-65,837723
36,315918	-56,844002
36,468506	-57,571747
36,621094	-73,368874
36,773682	-62,250481
36,926270	-60,234554
37,078857	-61,357582
37,231445	-69,135277
37,384033	-63,823463
37,536621	-61,855831
37,689209	-61,338852
37,841797	-61,154217
37,994385	-59,811550
38,146973	-62,776848
38,299561	-64,921799
38,452148	-68,244392
38,604736	-65,211296
38,757324	-69,502640
38,909912	-66,686630
39,062500	-63,618195
39,215088	-62,486023
39,367676	-62,796902
39,520264	-68,625771
39,672852	-82,491302
39,825439	-70,029778
39,978027	-72,719208
40,130615	-78,860382
40,283203	-73,435631
40,435791	-65,635162
40,588379	-61,068043
40,740967	-64,819832
40,893555	-64,336723
41,046143	-68,756836
41,198730	-69,382172
41,351318	-63,924961
41,503906	-64,160118
41,656494	-70,961761
41,809082	-68,651482
41,961670	-68,553146
42,114258	-74,723457
42,266846	-72,550537
42,419434	-71,942459
42,572021	-70,500015
42,724609	-71,482841
42,877197	-62,687447
43,029785	-62,108902
43,182373	-63,194889
43,334961	-62,881340
43,487549	-76,864372
43,640137	-66,657394
43,792725	-78,071342
43,945313	-79,290596
44,097900	-80,474380
44,250488	-62,076572
44,403076	-62,101727
44,555664	-65,415077
44,708252	-66,652649
44,860840	-65,812782
45,013428	-65,926514
45,166016	-68,166695
