Fréquence (Hz)	Niveau (dB)
0,781250	-51,833111
1,562500	-50,710697
2,343750	-57,421894
3,125000	-52,879585
3,906250	-45,701557
4,687500	-43,196198
5,468750	-43,725929
6,250000	-47,983055
7,031250	-46,164757
7,812500	-44,310791
8,593750	-48,718544
9,375000	-47,223278
10,156250	-43,029701
10,937500	-44,424751
11,718750	-50,330235
12,500000	-40,843082
13,281250	-37,545185
14,062500	-39,232758
14,843750	-47,638721
15,625000	-56,728626
16,406250	-56,010536
17,187500	-44,680523
17,968750	-38,295780
18,750000	-36,925838
19,531250	-36,989662
20,312500	-35,354530
21,093750	-34,311966
21,875000	-35,130390
22,656250	-37,014347
23,437500	-38,476742
24,218750	-38,892738
25,000000	-37,872314
25,781250	-36,286552
26,562500	-37,055820
27,343750	-39,697948
28,125000	-39,043983
28,906250	-40,968266
29,687500	-43,719212
30,468750	-37,792248
31,250000	-36,844173
32,031250	-40,070011
32,812500	-47,863388
33,593750	-59,890121
34,375000	-46,887474
35,156250	-43,500862
35,937500	-43,041939
36,718750	-42,531364
37,500000	-43,249203
38,281250	-46,684975
39,062500	-44,372356
39,843750	-42,835178
40,625000	-46,258476
41,406250	-55,354008
42,187500	-58,334824
42,968750	-66,473183
43,750000	-58,623554
44,531250	-55,081276
45,312500	-55,816944
46,093750	-59,294468
46,875000	-66,450180
47,656250	-71,601761
48,437500	-60,669865
49,218750	-59,105972
50,000000	-60,944233
50,781250	-65,689423
51,562500	-80,618233
52,343750	-68,763855
53,125000	-60,990181
53,906250	-60,764786
54,687500	-79,782982
55,468750	-58,325500
56,250000	-53,379841
57,031250	-51,107903
57,812500	-50,367023
58,593750	-51,865005
59,375000	-49,956154
60,156250	-44,269062
60,937500	-41,638916
61,718750	-41,986629
62,500000	-43,611408
63,281250	-44,489307
64,062500	-47,088203
64,843750	-51,097073
65,625000	-44,181122
66,406250	-41,880451
67,187500	-52,997208
67,968750	-39,464180
68,750000	-33,054787
69,531250	-31,844154
70,312500	-33,475208
71,093750	-37,721771
71,875000	-47,605793
72,656250	-45,038177
73,437500	-45,026611
74,218750	-49,046402
75,000000	-49,345581
75,781250	-49,812553
76,562500	-45,324829
77,343750	-53,491749
78,125000	-36,602169
78,906250	-31,788944
79,687500	-30,710243
80,468750	-31,123600
81,250000	-31,266830
82,031250	-29,232403
82,812500	-27,554848
83,593750	-27,545761
84,375000	-28,555180
85,156250	-30,029926
85,937500	-31,366360
86,718750	-33,515877
87,500000	-39,495186
88,281250	-48,859844
89,062500	-35,795815
89,843750	-32,399815
90,625000	-32,768578
91,406250	-33,999931
92,187500	-32,189911
92,968750	-28,810524
93,750000	-27,672640
94,531250	-30,383701
95,312500	-40,542698
96,093750	-43,714077
96,875000	-39,240639
97,656250	-40,163254
98,437500	-40,238697
99,218750	-40,410877
