Fréquence (Hz)	Niveau (dB)
0,976563	-55,077850
1,953125	-49,248707
2,929688	-46,958858
3,906250	-46,478252
4,882813	-48,214333
5,859375	-48,031200
6,835938	-48,526913
7,812500	-44,607006
8,789063	-41,983536
9,765625	-43,754688
10,742188	-43,530594
11,718750	-46,511963
12,695313	-44,908558
13,671875	-46,005623
14,648438	-48,009003
15,625000	-44,981728
16,601563	-42,437954
17,578125	-43,004490
18,554688	-43,249859
19,531250	-44,826813
20,507813	-44,479748
21,484375	-46,919689
22,460938	-45,447876
23,437500	-44,358601
24,414063	-46,075069
25,390625	-46,296326
26,367188	-44,794746
27,343750	-45,187454
28,320313	-45,855549
29,296875	-45,474781
30,273438	-46,177383
31,250000	-49,940914
32,226563	-48,285984
33,203125	-48,043159
34,179688	-47,237827
35,156250	-46,925930
36,132813	-47,039856
37,109375	-47,897419
38,085938	-46,698109
39,062500	-48,662552
40,039063	-51,418709
41,015625	-53,395985
41,992188	-53,872925
42,968750	-53,768368
43,945313	-54,481899
44,921875	-54,325108
45,898438	-54,433418
46,875000	-55,782444
47,851563	-57,367657
48,828125	-60,752449
49,804688	-63,508644
50,781250	-66,711647
51,757813	-73,771332
52,734375	-70,997833
53,710938	-69,030563
54,687500	-61,598160
55,664063	-57,711666
56,640625	-59,366020
57,617188	-54,989243
58,593750	-51,808117
59,570313	-51,215519
60,546875	-51,811295
61,523438	-50,693760
62,500000	-47,648876
63,476563	-47,814949
64,453125	-48,868443
65,429688	-47,318913
66,406250	-46,812370
67,382813	-44,155228
68,359375	-44,292789
69,335938	-44,463722
70,312500	-41,922188
71,289063	-41,796131
72,265625	-40,886589
73,242188	-40,802715
74,218750	-41,063374
75,195313	-41,353470
76,171875	-39,247608
77,148438	-39,507637
78,125000	-41,462288
79,101563	-39,398380
80,078125	-38,322334
81,054688	-41,103580
82,031250	-39,834335
83,007813	-37,466801
83,984375	-35,758041
84,960938	-34,128281
85,937500	-35,966320
86,914063	-37,125671
87,890625	-36,919556
88,867188	-34,751488
89,843750	-35,261597
90,820313	-35,710258
91,796875	-35,782261
92,773438	-32,970798
93,750000	-33,353043
94,726563	-32,312893
95,703125	-32,151016
96,679688	-34,280464
97,656250	-35,629036
98,632813	-32,667622
99,609375	-31,673447
100,585938	-33,365318
101,562500	-32,493725
102,539063	-31,260614
103,515625	-32,296440
104,492188	-34,536480
105,468750	-33,610989
106,445313	-32,984932
107,421875	-32,466557
108,398438	-33,671623
109,375000	-32,536869
110,351563	-30,694786
111,328125	-33,062717
112,304688	-28,975885
113,281250	-27,663931
114,257813	-29,650518
115,234375	-30,656858
116,210938	-34,415451
117,187500	-33,821228
118,164063	-33,326736
119,140625	-33,757217
120,117188	-31,250845
121,093750	-33,069412
122,070313	-33,152615
123,046875	-30,899376
124,023438	-31,480623
125,000000	-33,167450
125,976563	-31,594847
126,953125	-30,335157
127,929688	-31,425762
128,906250	-31,687851
129,882813	-30,000891
130,859375	-30,517191
131,835938	-31,627459
132,812500	-30,537111
133,789063	-29,613356
134,765625	-29,372448
135,742188	-29,819237
136,718750	-30,776234
137,695313	-32,260719
138,671875	-32,451363
139,648438	-33,205284
140,625000	-31,640217
141,601563	-29,363846
142,578125	-29,592085
143,554688	-30,310032
144,531250	-30,633734
145,507813	-31,057520
146,484375	-31,877375
147,460938	-30,810520
148,437500	-31,562098
149,414063	-31,670305
150,390625	-33,534992
151,367188	-32,751259
152,343750	-28,888128
153,320313	-29,533018
154,296875	-31,449314
155,273438	-32,540249
156,250000	-32,759075
157,226563	-33,010792
158,203125	-32,713409
159,179688	-32,050667
160,156250	-31,423988
161,132813	-31,351393
162,109375	-30,958715
163,085938	-30,661469
164,062500	-33,092388
165,039063	-32,028111
166,015625	-32,869171
166,992188	-33,786343
167,968750	-32,895157
168,945313	-32,764782
169,921875	-33,150085
170,898438	-33,670547
171,875000	-31,179789
172,851563	-31,786074
173,828125	-32,539013
174,804688	-30,416494
175,781250	-31,416956
176,757813	-31,062702
177,734375	-29,883144
178,710938	-30,857357
179,687500	-32,336781
180,664063	-32,020340
181,640625	-33,058369
182,617188	-32,260464
183,593750	-32,171131
184,570313	-32,011749
185,546875	-31,128262
186,523438	-31,340982
187,500000	-31,260502
188,476563	-31,436506
189,453125	-30,429115
190,429688	-28,326086
191,406250	-30,576874
192,382813	-32,069687
193,359375	-32,358040
194,335938	-30,774286
195,312500	-30,875744
196,289063	-31,640448
197,265625	-29,086060
198,242188	-29,483406
199,218750	-20,284590
200,195313	-1,779903
201,171875	0,318890
202,148438	-10,363133
203,125000	-27,559229
204,101563	-33,740265
205,078125	-33,790878
206,054688	-32,111485
207,031250	-34,767002
208,007813	-34,120655
208,984375	-30,475523
209,960938	-30,731440
210,937500	-32,463993
211,914063	-33,037548
212,890625	-31,836662
213,867188	-31,744505
214,843750	-32,502995
215,820313	-33,609962
216,796875	-32,658283
217,773438	-31,565868
218,750000	-30,603113
219,726563	-29,727562
220,703125	-30,113443
221,679688	-31,995882
222,656250	-34,257935
223,632813	-34,586212
224,609375	-32,186153
225,585938	-32,294331
226,562500	-31,070896
227,539063	-31,546434
228,515625	-33,214237
229,492188	-31,330225
230,468750	-29,766884
231,445313	-32,524349
232,421875	-33,286816
233,398438	-33,346062
234,375000	-33,921646
235,351563	-35,003139
236,328125	-32,421371
237,304688	-31,109951
238,281250	-31,527714
239,257813	-31,951872
240,234375	-30,473095
241,210938	-34,645302
242,187500	-35,379444
243,164063	-35,255398
244,140625	-34,645447
245,117188	-33,555836
246,093750	-32,588215
247,070313	-31,117941
248,046875	-30,313221
249,023438	-33,878139
250,000000	-33,357563
250,976563	-32,866745
251,953125	-30,278849
252,929688	-33,134190
253,906250	-35,567276
254,882813	-33,387421
255,859375	-34,822403
256,835938	-33,273232
257,812500	-32,168114
258,789063	-32,697044
259,765625	-31,818594
260,742188	-33,492424
261,718750	-33,321457
262,695313	-31,401543
263,671875	-31,850437
264,648438	-33,837574
265,625000	-33,836380
266,601563	-34,379658
267,578125	-34,725601
268,554688	-34,085197
269,531250	-33,371662
270,507813	-32,426815
271,484375	-31,288752
272,460938	-30,428200
273,437500	-31,904682
274,414063	-33,767933
275,390625	-34,996540
276,367188	-35,867569
277,343750	-33,009567
278,320313	-33,370647
279,296875	-32,747898
280,273438	-32,247002
281,250000	-32,251701
282,226563	-32,606697
283,203125	-33,625866
284,179688	-33,258720
285,156250	-34,095459
286,132813	-32,510815
287,109375	-33,875820
288,085938	-35,411892
289,062500	-34,950954
290,039063	-34,959698
291,015625	-34,335659
291,992188	-35,710758
292,968750	-33,855152
