Fréquence (Hz)	Niveau (dB)
62,500000	-36,937897
125,000000	-17,750635
187,500000	-9,598883
250,000000	-13,295817
312,500000	-29,838972
375,000000	-33,290798
437,500000	-31,340260
500,000000	-32,208221
562,500000	-22,729397
625,000000	-20,934900
687,500000	-29,363974
750,000000	-31,102161
812,500000	-34,287861
875,000000	-34,860851
937,500000	-26,967701
1000,000000	-20,894991
1062,500000	-24,870451
1125,000000	-31,411501
1187,500000	-30,296494
1250,000000	-34,180092
1312,500000	-35,162392
1375,000000	-26,417934
1437,500000	-27,710804
1500,000000	-44,473042
1562,500000	-37,248093
1625,000000	-36,116703
1687,500000	-40,204376
1750,000000	-25,363407
1812,500000	-20,835285
1875,000000	-29,827324
1937,500000	-35,297291
2000,000000	-32,738060
2062,500000	-30,760948
2125,000000	-26,016491
2187,500000	-21,129852
2250,000000	-24,489386
2312,500000	-40,820560
2375,000000	-37,905758
2437,500000	-40,479420
2500,000000	-38,248180
2562,500000	-27,762978
2625,000000	-24,900082
2687,500000	-34,413387
2750,000000	-32,300663
2812,500000	-29,432009
2875,000000	-30,921865
2937,500000	-34,476906
3000,000000	-22,402739
3062,500000	-25,796278
3125,000000	-37,978413
3187,500000	-32,859989
3250,000000	-32,674976
3312,500000	-35,588642
3375,000000	-25,712723
3437,500000	-25,551044
3500,000000	-38,660378
3562,500000	-33,555431
3625,000000	-37,433899
3687,500000	-41,199013
3750,000000	-36,963917
3812,500000	-29,833307
3875,000000	-34,722687
3937,500000	-49,156555
