Fréquence (Hz)	Niveau (dB)
0,244141	-72,222076
0,488281	-70,040031
0,732422	-73,277992
0,976563	-66,245071
1,220703	-62,596657
1,464844	-66,175629
1,708984	-60,448601
1,953125	-61,256382
2,197266	-58,418957
2,441406	-55,974957
2,685547	-59,860630
2,929688	-57,001900
3,173828	-56,898815
3,417969	-55,668583
3,662109	-54,278057
3,906250	-57,125607
4,150391	-58,529320
4,394531	-57,093014
4,638672	-61,470417
4,882813	-55,785904
5,126953	-50,915985
5,371094	-54,037979
5,615234	-54,077286
5,859375	-53,950184
6,103516	-53,652225
6,347656	-57,408218
6,591797	-53,840595
6,835938	-52,873074
7,080078	-56,566875
7,324219	-59,701950
7,568359	-55,670288
7,812500	-56,649380
8,056641	-55,924534
8,300781	-58,053448
8,544922	-60,944252
8,789063	-56,048103
9,033203	-57,810432
9,277344	-55,539097
9,521484	-60,490093
9,765625	-63,668537
10,009766	-59,242783
10,253906	-59,040886
10,498047	-55,097603
10,742188	-51,253838
10,986328	-55,107250
11,230469	-53,885330
11,474609	-54,119534
11,718750	-53,974781
11,962891	-56,692635
12,207031	-67,329178
12,451172	-53,891201
12,695313	-53,396358
12,939453	-62,602753
13,183594	-57,210827
13,427734	-54,955128
13,671875	-59,191498
13,916016	-55,022705
14,160156	-63,000069
14,404297	-51,585411
14,648438	-49,986198
14,892578	-53,124290
15,136719	-52,151466
15,380859	-50,877659
15,625000	-54,407219
15,869141	-52,122753
16,113281	-54,537827
16,357422	-57,957237
16,601563	-56,932777
16,845703	-53,095829
17,089844	-53,807522
17,333984	-55,507465
17,578125	-59,028351
17,822266	-54,543575
18,066406	-52,870670
18,310547	-53,863976
18,554688	-56,578915
18,798828	-61,230820
19,042969	-59,782932
19,287109	-58,764980
19,531250	-60,112988
19,775391	-55,561424
20,019531	-54,518581
20,263672	-57,005562
20,507813	-56,749264
20,751953	-55,439648
20,996094	-54,729965
21,240234	-54,090847
21,484375	-54,634731
21,728516	-55,671680
21,972656	-54,538082
22,216797	-58,171268
22,460938	-54,599064
22,705078	-56,675323
22,949219	-56,156330
23,193359	-61,430878
23,437500	-62,545246
23,681641	-55,949516
23,925781	-54,074303
24,169922	-53,502457
24,414063	-56,853966
24,658203	-56,436672
24,902344	-57,887890
25,146484	-60,898983
25,390625	-58,404583
25,634766	-62,033466
25,878906	-58,733665
26,123047	-59,050392
26,367188	-56,495430
26,611328	-54,599674
26,855469	-52,955837
27,099609	-55,208031
27,343750	-59,091881
27,587891	-56,195045
27,832031	-58,560120
28,076172	-53,348106
28,320313	-52,852150
28,564453	-53,914257
28,808594	-55,398949
29,052734	-62,926548
29,296875	-59,664898
29,541016	-55,560780
29,785156	-53,039173
30,029297	-56,114067
30,273438	-66,024506
30,517578	-57,629742
30,761719	-58,073177
31,005859	-61,659119
31,250000	-61,761456
31,494141	-55,922764
31,738281	-57,928825
31,982422	-59,845551
32,226563	-55,221638
32,470703	-54,841934
32,714844	-57,975063
32,958984	-53,356693
33,203125	-54,349567
33,447266	-57,611805
33,691406	-61,982086
33,935547	-57,182022
34,179688	-60,826557
34,423828	-64,962776
34,667969	-55,353504
34,912109	-57,796745
35,156250	-57,721157
35,400391	-59,586143
35,644531	-60,894127
35,888672	-63,467457
36,132813	-65,708954
36,376953	-58,502228
36,621094	-58,867573
36,865234	-57,009270
37,109375	-58,800133
37,353516	-58,819401
37,597656	-59,093182
37,841797	-59,857880
38,085938	-58,594959
38,330078	-68,182663
38,574219	-64,441467
38,818359	-64,134850
39,062500	-59,940567
39,306641	-65,568222
39,550781	-66,822441
39,794922	-63,648552
40,039063	-61,862003
40,283203	-65,008377
40,527344	-75,459602
40,771484	-70,614517
41,015625	-69,899521
41,259766	-72,358360
41,503906	-66,900818
41,748047	-63,893269
41,992188	-60,496735
42,236328	-59,828541
42,480469	-61,569073
42,724609	-65,710014
42,968750	-64,319153
43,212891	-60,254601
43,457031	-59,658710
43,701172	-65,684700
43,945313	-68,377213
44,189453	-65,399933
44,433594	-66,335503
44,677734	-63,395447
44,921875	-64,388107
45,166016	-68,539818
45,410156	-66,901230
45,654297	-68,226608
45,898438	-67,262268
46,142578	-62,167717
46,386719	-63,007832
46,630859	-72,387527
46,875000	-70,788376
47,119141	-72,163986
47,363281	-72,194298
47,607422	-69,402573
47,851563	-71,903549
48,095703	-69,249687
48,339844	-69,257996
48,583984	-71,112335
48,828125	-74,349075
49,072266	-72,805832
49,316406	-67,359680
49,560547	-71,606125
49,804688	-73,017929
50,048828	-72,685593
50,292969	-81,482361
50,537109	-83,280525
50,781250	-81,652016
51,025391	-82,204109
51,269531	-83,893829
51,513672	-88,109070
51,757813	-90,345268
52,001953	-85,423195
52,246094	-84,900566
52,490234	-89,996666
52,734375	-79,695511
52,978516	-79,163986
53,222656	-76,312294
53,466797	-72,595894
53,710938	-72,536751
53,955078	-77,192047
54,199219	-77,723900
54,443359	-77,854187
54,687500	-74,439125
54,931641	-79,705109
55,175781	-74,771507
55,419922	-76,800713
55,664063	-75,298759
55,908203	-73,489647
56,152344	-69,254074
56,396484	-65,923294
56,640625	-69,756340
56,884766	-76,093246
57,128906	-69,631218
57,373047	-66,432518
57,617188	-64,583359
57,861328	-65,208893
58,105469	-65,222466
58,349609	-68,529449
58,593750	-73,803581
58,837891	-69,677048
59,082031	-61,897228
59,326172	-60,880650
59,570313	-70,457237
59,814453	-68,876144
60,058594	-61,219559
60,302734	-61,027645
60,546875	-61,670616
60,791016	-62,621639
61,035156	-60,524784
61,279297	-59,828262
61,523438	-61,331696
61,767578	-74,101357
62,011719	-57,732677
62,255859	-59,937374
62,500000	-63,207138
62,744141	-54,616241
62,988281	-53,147984
63,232422	-56,419239
63,476563	-57,691536
63,720703	-55,262035
63,964844	-60,451321
64,208984	-63,291500
64,453125	-61,381767
64,697266	-61,060535
64,941406	-62,420635
65,185547	-59,046459
65,429688	-63,306255
65,673828	-58,828098
65,917969	-55,688660
66,162109	-59,656898
66,406250	-58,526222
66,650391	-58,163250
