Fréquence (Hz)	Niveau (dB)
1,953125	-88,474487
3,906250	-94,118530
5,859375	-101,869865
7,812500	-83,079727
9,765625	-86,013504
11,718750	-90,322350
13,671875	-86,956276
15,625000	-86,819389
17,578125	-85,468613
19,531250	-85,380783
21,484375	-86,301308
23,437500	-83,779114
25,390625	-87,862625
27,343750	-88,519547
29,296875	-97,213371
31,250000	-91,742096
33,203125	-91,041801
35,156250	-86,987091
37,109375	-82,972778
39,062500	-86,391670
41,015625	-98,817856
42,968750	-92,341812
44,921875	-87,502724
46,875000	-96,005615
48,828125	-96,220116
50,781250	-104,238525
52,734375	-111,682076
54,687500	-98,763496
56,640625	-100,761513
58,593750	-94,102364
60,546875	-90,698463
62,500000	-87,377068
64,453125	-90,918777
66,406250	-86,029716
68,359375	-88,034203
70,312500	-87,814369
72,265625	-80,476082
74,218750	-79,407333
76,171875	-79,555809
78,125000	-81,998535
80,078125	-79,805107
82,031250	-75,325256
83,984375	-73,054024
85,937500	-72,735306
87,890625	-75,499985
89,843750	-82,928650
91,796875	-75,613419
93,750000	-74,751747
95,703125	-78,065704
97,656250	-71,739975
99,609375	-66,668831
101,562500	-70,166878
103,515625	-78,979408
105,468750	-74,005951
107,421875	-71,970055
109,375000	-74,322495
111,328125	-66,261642
113,281250	-64,723938
115,234375	-76,034210
117,187500	-73,916161
119,140625	-72,743782
121,093750	-72,483833
123,046875	-67,597084
125,000000	-65,670441
126,953125	-70,385353
128,906250	-71,987190
130,859375	-73,146027
132,812500	-79,054298
134,765625	-70,223450
136,718750	-66,240440
138,671875	-65,671738
140,625000	-68,103935
142,578125	-72,446915
144,531250	-72,726402
146,484375	-81,509796
148,437500	-69,962563
150,390625	-68,491150
152,343750	-67,026428
154,296875	-67,051270
156,250000	-71,644287
158,203125	-88,231369
160,156250	-72,074089
162,109375	-65,725418
164,062500	-62,409641
166,015625	-64,260956
167,968750	-71,786697
169,921875	-73,170837
171,875000	-73,662926
173,828125	-77,008011
175,781250	-71,796692
177,734375	-74,824295
179,687500	-82,140610
181,640625	-81,940651
183,593750	-75,064041
185,546875	-68,588852
187,500000	-72,401619
189,453125	-75,765755
191,406250	-69,918777
193,359375	-67,612953
195,312500	-65,441940
197,265625	-71,724335
199,218750	-71,441711
201,171875	-68,601326
203,125000	-67,989799
205,078125	-64,512566
207,031250	-64,164803
208,984375	-66,971344
210,937500	-70,645760
212,890625	-83,183655
214,843750	-83,050575
216,796875	-79,725021
218,750000	-70,401009
220,703125	-70,004532
222,656250	-76,932236
224,609375	-83,886719
226,562500	-67,884003
228,515625	-66,308495
230,468750	-81,109222
232,421875	-85,660027
234,375000	-68,698074
236,328125	-68,805634
238,281250	-69,927116
240,234375	-70,639313
242,187500	-87,971779
244,140625	-75,879524
246,093750	-70,236618
248,046875	-72,684807
250,000000	-78,937881
251,953125	-70,008186
253,906250	-72,617668
255,859375	-67,508377
257,812500	-66,908119
259,765625	-64,032654
261,718750	-65,731995
263,671875	-68,590981
265,625000	-70,672546
267,578125	-83,551552
269,531250	-75,427147
271,484375	-71,403183
273,437500	-71,686432
275,390625	-70,101540
277,343750	-79,865242
279,296875	-78,323448
281,250000	-70,652740
283,203125	-67,196846
285,156250	-75,296310
287,109375	-77,537575
289,062500	-72,795586
291,015625	-66,759850
292,968750	-67,810013
294,921875	-72,846710
296,875000	-76,683174
298,828125	-68,242134
300,781250	-70,592468
302,734375	-65,312019
304,687500	-65,401665
306,640625	-71,598450
308,593750	-64,537758
310,546875	-63,044636
312,500000	-66,576355
314,453125	-76,713768
316,406250	-65,464844
318,359375	-67,432907
320,312500	-67,143982
322,265625	-60,119534
324,218750	-52,701714
326,171875	-49,166702
328,125000	-48,782459
330,078125	-53,372051
332,031250	-65,110970
333,984375	-62,416405
335,937500	-64,506790
337,890625	-61,512520
339,843750	-66,399353
341,796875	-74,617905
343,750000	-66,295303
345,703125	-68,903526
347,656250	-72,957916
349,609375	-65,752533
351,562500	-72,640411
353,515625	-80,586456
355,468750	-73,373917
357,421875	-69,849533
359,375000	-78,348396
361,328125	-77,345634
363,281250	-79,263306
365,234375	-73,983803
367,187500	-65,320465
369,140625	-71,374184
371,093750	-76,581993
373,046875	-76,174118
375,000000	-69,352509
376,953125	-74,507675
378,906250	-74,489746
380,859375	-75,383255
382,812500	-68,002739
384,765625	-75,133827
386,718750	-72,591637
388,671875	-73,559334
390,625000	-79,464890
392,578125	-75,722054
394,531250	-77,518898
396,484375	-74,054382
398,437500	-69,912735
400,390625	-82,133347
402,343750	-81,468506
404,296875	-85,738319
406,250000	-77,597656
408,203125	-82,484940
410,156250	-77,563789
412,109375	-76,583878
414,062500	-79,339531
