Fréquence (Hz)	Niveau (dB)
0,274658	-89,619873
0,549316	-82,000069
0,823975	-75,307808
1,098633	-65,524361
1,373291	-63,538971
1,647949	-65,773026
1,922607	-62,123062
2,197266	-63,700840
2,471924	-65,643990
2,746582	-58,386158
3,021240	-56,962116
3,295898	-59,520397
3,570557	-65,797188
3,845215	-60,750172
4,119873	-57,878479
4,394531	-56,740650
4,669189	-62,132824
4,943848	-60,499165
5,218506	-61,610016
5,493164	-61,001839
5,767822	-59,212677
6,042480	-57,555695
6,317139	-58,820271
6,591797	-59,977779
6,866455	-57,742985
7,141113	-59,658306
7,415771	-60,252296
7,690430	-58,638077
7,965088	-59,518330
8,239746	-58,763271
8,514404	-59,037895
8,789063	-63,913399
9,063721	-62,062622
9,338379	-62,169716
9,613037	-62,125767
9,887695	-55,731579
10,162354	-56,428482
10,437012	-61,650658
10,711670	-62,603115
10,986328	-55,551254
11,260986	-55,674274
11,535645	-59,316750
11,810303	-61,784969
12,084961	-57,185505
12,359619	-60,606998
12,634277	-56,925671
12,908936	-59,223721
13,183594	-61,300217
13,458252	-58,308834
13,732910	-54,689270
14,007568	-56,541992
14,282227	-54,647522
14,556885	-58,395420
14,831543	-61,627148
15,106201	-61,927864
15,380859	-58,600273
15,655518	-59,410038
15,930176	-56,340168
16,204834	-56,050705
16,479492	-60,134270
16,754150	-58,393673
17,028809	-55,596996
17,303467	-57,194233
17,578125	-57,502750
17,852783	-55,367386
18,127441	-58,531509
18,402100	-57,103992
18,676758	-53,699329
18,951416	-58,262085
19,226074	-60,304115
19,500732	-60,033436
19,775391	-58,762142
20,050049	-57,682819
20,324707	-56,195210
20,599365	-57,394093
20,874023	-61,087448
21,148682	-55,641239
21,423340	-54,340946
21,697998	-57,384628
21,972656	-56,699963
22,247314	-54,230648
22,521973	-53,300095
22,796631	-56,438240
23,071289	-61,497639
23,345947	-59,584190
23,620605	-57,530869
23,895264	-58,861839
24,169922	-56,925987
24,444580	-58,682064
24,719238	-62,628468
24,993896	-66,225288
25,268555	-59,912197
25,543213	-56,215416
25,817871	-60,003708
26,092529	-64,741226
26,367188	-62,979088
26,641846	-64,426964
26,916504	-57,017906
27,191162	-59,141357
27,465820	-64,596313
27,740479	-60,769821
28,015137	-56,308144
28,289795	-56,561852
28,564453	-58,504276
28,839111	-68,707634
29,113770	-59,176456
29,388428	-56,575638
29,663086	-61,024075
29,937744	-61,081142
