Fréquence (Hz)	Niveau (dB)
0,427246	-77,121185
0,854492	-65,717987
1,281738	-59,555561
1,708984	-57,821110
2,136230	-58,400509
2,563477	-58,866341
2,990723	-55,846130
3,417969	-52,611420
3,845215	-52,092335
4,272461	-52,960735
4,699707	-54,809856
5,126953	-56,167957
5,554199	-53,289654
5,981445	-52,064159
6,408691	-52,490273
6,835938	-52,215816
7,263184	-54,488811
7,690430	-52,875679
8,117676	-54,502483
8,544922	-54,224537
8,972168	-52,929874
9,399414	-54,710808
9,826660	-51,326115
10,253906	-51,096371
10,681152	-51,157951
11,108398	-52,730179
11,535645	-53,316452
11,962891	-54,539150
12,390137	-55,055756
12,817383	-52,857777
13,244629	-53,398731
13,671875	-54,028812
14,099121	-52,055546
14,526367	-53,047005
14,953613	-54,982189
15,380859	-56,590179
15,808105	-56,935841
16,235352	-55,800739
16,662598	-55,855907
17,089844	-51,587097
17,517090	-53,933487
17,944336	-53,855328
18,371582	-54,105545
18,798828	-55,490700
19,226074	-55,529938
19,653320	-57,689831
20,080566	-55,359722
20,507813	-56,834385
20,935059	-57,602551
21,362305	-53,727066
21,789551	-55,428413
22,216797	-54,143955
22,644043	-51,712276
23,071289	-55,154484
23,498535	-57,228874
23,925781	-58,946503
24,353027	-55,546810
24,780273	-55,327721
25,207520	-57,080196
25,634766	-56,519859
26,062012	-55,742970
26,489258	-55,333359
26,916504	-56,951599
27,343750	-57,305038
27,770996	-54,641022
28,198242	-54,494152
28,625488	-60,074230
29,052734	-57,415619
29,479980	-60,655346
29,907227	-60,869690
30,334473	-58,356056
30,761719	-56,442955
31,188965	-55,135292
31,616211	-55,861111
32,043457	-56,276878
32,470703	-55,918854
32,897949	-58,249672
33,325195	-57,132000
33,752441	-55,446251
34,179688	-58,107365
34,606934	-59,094124
35,034180	-56,733883
35,461426	-59,366413
35,888672	-58,328403
36,315918	-58,296818
36,743164	-60,827980
37,170410	-59,981758
37,597656	-57,993305
38,024902	-58,518616
38,452148	-56,170746
38,879395	-58,803200
39,306641	-63,968208
39,733887	-63,298626
40,161133	-62,111805
40,588379	-61,523991
41,015625	-61,928589
41,442871	-61,300781
41,870117	-61,040207
42,297363	-62,652367
42,724609	-63,986607
43,151855	-64,065895
43,579102	-63,418800
44,006348	-62,775150
44,433594	-61,866196
44,860840	-62,133667
45,288086	-64,133797
45,715332	-63,975815
46,142578	-62,860138
46,569824	-62,977936
46,997070	-66,212860
47,424316	-67,202324
47,851563	-67,984497
48,278809	-68,725777
48,706055	-70,986382
49,133301	-79,051277
49,560547	-74,503052
49,987793	-72,871887
50,415039	-73,892235
50,842285	-76,660728
51,269531	-83,580528
51,696777	-81,744225
52,124023	-85,792755
52,551270	-84,580307
52,978516	-81,294952
53,405762	-76,289810
53,833008	-74,997963
54,260254	-75,417007
54,687500	-73,108757
55,114746	-70,592209
55,541992	-69,893852
55,969238	-67,382393
56,396484	-64,508835
