Fréquence (Hz)	Niveau (dB)
0,183105	-84,626816
0,366211	-82,462990
0,549316	-76,271492
0,732422	-76,634132
0,915527	-78,049377
1,098633	-70,712837
1,281738	-65,955986
1,464844	-69,940308
1,647949	-62,806168
1,831055	-59,024796
2,014160	-61,020103
2,197266	-57,072865
2,380371	-59,089951
2,563477	-59,979588
2,746582	-67,132355
2,929688	-63,702072
3,112793	-61,335823
3,295898	-58,635719
3,479004	-56,161076
3,662109	-58,082699
3,845215	-61,699207
4,028320	-74,243355
4,211426	-58,280678
4,394531	-57,372498
4,577637	-69,345558
4,760742	-55,780682
4,943848	-58,602989
5,126953	-62,915188
5,310059	-61,742069
5,493164	-67,228096
5,676270	-70,006737
5,859375	-67,845718
6,042480	-61,285534
6,225586	-56,039948
6,408691	-67,813507
6,591797	-56,005726
6,774902	-55,526646
6,958008	-59,258869
7,141113	-61,020794
7,324219	-56,783726
7,507324	-57,924747
7,690430	-61,965420
7,873535	-73,132950
8,056641	-60,348335
8,239746	-60,169319
8,422852	-60,564220
8,605957	-58,052574
8,789063	-57,239037
8,972168	-57,659534
9,155273	-56,440723
9,338379	-55,978016
9,521484	-58,336319
9,704590	-61,884323
9,887695	-59,105053
10,070801	-61,599461
10,253906	-66,381912
10,437012	-57,436424
10,620117	-51,319145
10,803223	-52,645264
10,986328	-59,968456
11,169434	-54,323570
11,352539	-56,560326
11,535645	-63,235569
11,718750	-61,927002
11,901855	-58,775368
12,084961	-56,869324
12,268066	-61,014194
12,451172	-58,125034
12,634277	-61,646725
12,817383	-72,901901
13,000488	-61,835625
13,183594	-55,429626
13,366699	-54,299923
13,549805	-63,622375
13,732910	-54,487404
13,916016	-54,594109
14,099121	-61,578384
14,282227	-56,633892
14,465332	-53,282742
14,648438	-55,554886
14,831543	-60,954628
15,014648	-65,093086
15,197754	-59,839893
15,380859	-56,265804
15,563965	-57,289249
15,747070	-56,180824
15,930176	-62,162167
16,113281	-72,155228
16,296387	-59,361107
16,479492	-57,220455
16,662598	-60,372990
16,845703	-57,615192
17,028809	-57,457615
17,211914	-72,326942
17,395020	-61,610367
17,578125	-64,599808
17,761230	-76,825615
17,944336	-73,835487
18,127441	-64,114067
18,310547	-63,660137
18,493652	-60,847984
18,676758	-60,997589
18,859863	-63,511253
19,042969	-62,133732
